date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:07:35	2862/2862	---M-Z	200	added ('OK')	text/xml	date:Fri,%2013%20Sep%202024%2007:07:33%20GMT	https://www.onetouchhealth.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.onetouchhealth.net%2F&format=xml	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/wp-json/oembed/1.0/embed048e	(from https://www.onetouchhealth.net/)
00:07:35	1449/1449	---M--	200	added ('OK')	image/png	etag:%225a9-5f9d4fe09ee80%22	https://www.onetouchhealth.net/app/uploads/2023/04/cropped-favicon-1-32x32.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/cropped-favicon-1-32x32.png	(from https://www.onetouchhealth.net/)
00:07:36	12390/12390	---M--	200	added ('OK')	image/png	etag:%223066-5f9d4fe09ee80%22	https://www.onetouchhealth.net/app/uploads/2023/04/cropped-favicon-1-192x192.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/cropped-favicon-1-192x192.png	(from https://www.onetouchhealth.net/)
00:07:37	11529/11529	---M--	200	added ('OK')	image/png	etag:%222d09-5f9d4fe09ee80%22	https://www.onetouchhealth.net/app/uploads/2023/04/cropped-favicon-1-180x180.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/cropped-favicon-1-180x180.png	(from https://www.onetouchhealth.net/)
00:07:38	17064/17064	---M-Z	200	added ('OK')	image/svg+xml	etag:%2242a8-5f9974e531940-gzip%22	https://www.onetouchhealth.net/app/uploads/2023/04/OT-Master-Logo.svg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/OT-Master-Logo.svg	(from https://www.onetouchhealth.net/)
00:07:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202024%2007:07:37%20GMT	https://www.onetouchhealth.net/solutions	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/solutions	(from https://www.onetouchhealth.net/)
00:07:41	157520/157520	---MCZ	200	added ('OK')	text/html	etag:%22a6b01213c9b2462b210919dd5c166a93%22	https://www.onetouchhealth.net/solution	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/solution.html	(from https://www.onetouchhealth.net/)
00:07:42	139623/139623	---M-Z	200	added ('OK')	text/html	etag:%2248b3-621f9f246df58%22	https://www.onetouchhealth.net/solutions-2	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/solutions-2.html	(from https://www.onetouchhealth.net/)
00:07:42	4028/4028	---M-Z	200	added ('OK')	image/svg+xml	etag:%22fbc-602f1f7ac582a-gzip%22	https://www.onetouchhealth.net/app/uploads/2023/08/CMS-Icon-Copy-2-1.svg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/CMS-Icon-Copy-2-1.svg	(from https://www.onetouchhealth.net/)
00:07:43	141426/141426	---MCZ	200	added ('OK')	text/html	etag:%226142085c09e1d1e26f825739a17b2b83%22	https://www.onetouchhealth.net/client	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/client.html	(from https://www.onetouchhealth.net/)
00:07:44	8933/8933	---M-Z	200	added ('OK')	image/svg+xml	etag:%2222e5-602f2c10ceba0-gzip%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-25@3x.svg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-25@3x.svg	(from https://www.onetouchhealth.net/)
00:07:44	140329/140329	---M-Z	200	added ('OK')	text/html	etag:%224a1a-621faca771424%22	https://www.onetouchhealth.net/family-app	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/family-app.html	(from https://www.onetouchhealth.net/)
00:07:44	6492/6492	---M-Z	200	added ('OK')	image/svg+xml	etag:%22195c-602f2c77fb9a3-gzip%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-6@3x.svg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-6@3x.svg	(from https://www.onetouchhealth.net/)
00:07:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202024%2007:07:44%20GMT	https://www.onetouchhealth.net/family	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/family	(from https://www.onetouchhealth.net/)
00:07:47	139179/139179	---MCZ	200	added ('OK')	text/html	etag:%224b834d070052c17c6be5b405b5e95d1d%22	https://www.onetouchhealth.net/carers	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/carers.html	(from https://www.onetouchhealth.net/)
00:07:47	6258/6258	---M-Z	200	added ('OK')	image/svg+xml	etag:%221872-602f2cb0e5947-gzip%22	https://www.onetouchhealth.net/app/uploads/2023/08/Carers-Icon-Copy-2-1.svg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Carers-Icon-Copy-2-1.svg	(from https://www.onetouchhealth.net/)
00:07:49	113559/113559	---MCZ	200	added ('OK')	text/html	etag:%22edcdc15a312458e70aa938107dfffa85%22	https://www.onetouchhealth.net/back-office-solutions	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/back-office-solutions.html	(from https://www.onetouchhealth.net/)
00:07:49	2066/2066	---M-Z	200	added ('OK')	image/svg+xml	etag:%22812-602f2cd9fc004-gzip%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-9@3x.svg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-9@3x.svg	(from https://www.onetouchhealth.net/)
00:07:51	100784/100784	---MCZ	200	added ('OK')	text/html	etag:%227c004971222cd5d4e741474d7d2f5ba2%22	https://www.onetouchhealth.net/governance	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/governance.html	(from https://www.onetouchhealth.net/)
00:07:51	100002/100002	---M-Z	200	added ('OK')	text/html	etag:%224091-621fa271d4616%22	https://www.onetouchhealth.net/auditing	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/auditing.html	(from https://www.onetouchhealth.net/)
00:07:53	100480/100480	---MCZ	200	added ('OK')	text/html	etag:%226e80e585d301f6bd1fcbb98fb9153d5a%22	https://www.onetouchhealth.net/invoicing-and-payroll	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/invoicing-and-payroll.html	(from https://www.onetouchhealth.net/)
00:07:54	100286/100286	---MCZ	200	added ('OK')	text/html	etag:%225d0c1f719e6f07b021718e198e580b97%22	https://www.onetouchhealth.net/care-industries	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/care-industries.html	(from https://www.onetouchhealth.net/)
00:07:55	128871/128871	---MCZ	200	added ('OK')	text/html	etag:%22e8486e10fe372f10e54e40fdb5289f77%22	https://www.onetouchhealth.net/home-care	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/home-care.html	(from https://www.onetouchhealth.net/)
00:07:57	128494/128494	---MCZ	200	added ('OK')	text/html	etag:%22d41f52a915d76ee2f6d53d30f93e2aaf%22	https://www.onetouchhealth.net/residential-care	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/residential-care.html	(from https://www.onetouchhealth.net/)
00:07:58	128032/128032	---MCZ	200	added ('OK')	text/html	etag:%220b7656c8ab012269690f6cf5e6a61921%22	https://www.onetouchhealth.net/day-care	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/day-care.html	(from https://www.onetouchhealth.net/)
00:07:59	127986/127986	---MCZ	200	added ('OK')	text/html	etag:%22974ddc7ecd8147b862c060d786d3e7b4%22	https://www.onetouchhealth.net/reablement-services	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/reablement-services.html	(from https://www.onetouchhealth.net/)
00:08:01	128556/128556	---MCZ	200	added ('OK')	text/html	etag:%226eabbb01d1057b4aaa3112debb5aa0ab%22	https://www.onetouchhealth.net/learning-disability-support-services	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/learning-disability-support-services.html	(from https://www.onetouchhealth.net/)
00:08:02	128410/128410	---MCZ	200	added ('OK')	text/html	etag:%227b981b177c68189b527d9a76cb244857%22	https://www.onetouchhealth.net/disability-support	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/disability-support.html	(from https://www.onetouchhealth.net/)
00:08:03	121849/121849	---M-Z	200	added ('OK')	text/html	etag:%224c7c-621fa872fc404%22	https://www.onetouchhealth.net/about-us	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/about-us.html	(from https://www.onetouchhealth.net/)
00:08:04	110547/110547	---MCZ	200	added ('OK')	text/html	etag:%22332b5eb45015baea2da90dc5e5a8070a%22	https://www.onetouchhealth.net/company-history	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/company-history.html	(from https://www.onetouchhealth.net/)
00:08:05	114025/114025	---MCZ	200	added ('OK')	text/html	etag:%220659c05a992fc716e1e534a858767010%22	https://www.onetouchhealth.net/customer-success	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/customer-success.html	(from https://www.onetouchhealth.net/)
00:08:06	113314/113314	---M-Z	200	added ('OK')	text/html	etag:%224a9d-621faca7ea992%22	https://www.onetouchhealth.net/customer-support	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/customer-support.html	(from https://www.onetouchhealth.net/)
00:08:07	99451/99451	---MCZ	200	added ('OK')	text/html	etag:%220cfed63e09f8294eaf6381afb2d2637e%22	https://www.onetouchhealth.net/quality	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/quality.html	(from https://www.onetouchhealth.net/)
00:08:08	112481/112481	---MCZ	200	added ('OK')	text/html	etag:%22c24a9efe78b94dea837dc4c9244c08e2%22	https://www.onetouchhealth.net/case-studies	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/case-studies.html	(from https://www.onetouchhealth.net/)
00:08:10	128692/128692	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2007:08:07%20GMT	https://www.onetouchhealth.net/news-and-events?topic=events	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/news-and-events0c7b.html	(from https://www.onetouchhealth.net/)
00:08:11	132125/132125	---MCZ	200	added ('OK')	text/html	etag:%2259682818d3e52337f55b30a7a2825bc9%22	https://www.onetouchhealth.net/faqs	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/faqs.html	(from https://www.onetouchhealth.net/)
00:08:11	141957/141957	---M-Z	200	added ('OK')	text/html	etag:%224c27-621fa4257477a%22	https://www.onetouchhealth.net/careers	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/careers.html	(from https://www.onetouchhealth.net/)
00:08:13	193124/193124	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2007:08:10%20GMT	https://www.onetouchhealth.net/news-and-events?topic=news	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/news-and-events151e.html	(from https://www.onetouchhealth.net/)
00:08:14	156891/156891	---MCZ	200	added ('OK')	text/html	etag:%22d314841137e3c619c5a2645b69a52b07%22	https://www.onetouchhealth.net/contact	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/contact.html	(from https://www.onetouchhealth.net/)
00:08:14	881/881	---M--	200	added ('OK')	image/png	etag:%22371-5f998300c2200%22	https://www.onetouchhealth.net/app/uploads/2023/04/trix-favicon.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/trix-favicon.png	(from https://www.onetouchhealth.net/)
00:08:15	9312/9312	---M--	200	added ('OK')	image/png	etag:%222460-602f2591ddbe8%22	https://www.onetouchhealth.net/app/uploads/2023/08/OT-Circle-of-Care-V1@2x.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/OT-Circle-of-Care-V1@2x.png	(from https://www.onetouchhealth.net/)
00:08:15	2907/2907	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b5b-602f256f13a4f-gzip%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-6-4.svg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-6-4.svg	(from https://www.onetouchhealth.net/)
00:08:17	1429013/1429013	---MCZ	200	added ('OK')	image/svg+xml	etag:%2215ce15-602f25c6e97a2-gzip%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-8-1.svg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-8-1.svg	(from https://www.onetouchhealth.net/)
00:08:19	819898/819898	---MCZ	200	added ('OK')	image/svg+xml	etag:%22c82ba-602f25ad702b1-gzip%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-9-2.svg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-9-2.svg	(from https://www.onetouchhealth.net/)
00:08:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Sep%202024%2007:08:18%20GMT	https://www.onetouchhealth.net/family	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/family	(from https://www.onetouchhealth.net/)
00:08:21	2009282/2009282	---MCZ	200	added ('OK')	image/svg+xml	etag:%221ea8c2-602f25e3723de-gzip%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-16-1.svg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-16-1.svg	(from https://www.onetouchhealth.net/)
00:08:22	454565/454565	---M--	200	added ('OK')	image/png	etag:%226efa5-602f263b9b53d%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-7@2x-1-968x1024.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-7@2x-1-968x1024.png	(from https://www.onetouchhealth.net/)
00:08:22	1127/1127	---M-Z	200	added ('OK')	image/svg+xml	etag:%22467-5fadf912edee9-gzip%22	https://www.onetouchhealth.net/app/themes/soap/dist/images/OT-Heart.svg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/themes/soap/dist/images/OT-Heart.svg	(from https://www.onetouchhealth.net/)
00:08:22	4520/4520	---M--	200	added ('OK')	image/png	etag:%2211a8-6031d64959c2a%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-9@2x.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-9@2x.png	(from https://www.onetouchhealth.net/)
00:08:23	100553/100553	---M-Z	200	added ('OK')	text/html	etag:%2241c4-621fa7837628e%22	https://www.onetouchhealth.net/scheduling	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/scheduling.html	(from https://www.onetouchhealth.net/)
00:08:23	2614/2614	---M--	200	added ('OK')	image/png	etag:%22a36-6031e787c4aff%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group@2x-1.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group@2x-1.png	(from https://www.onetouchhealth.net/)
00:08:24	3060/3060	---M--	200	added ('OK')	image/png	etag:%22bf4-6031d6357c421%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-7@2x.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-7@2x.png	(from https://www.onetouchhealth.net/)
00:08:24	3113490/3113490	---MCZ	200	added ('OK')	image/svg+xml	etag:%222f8212-602f260a8e10f-gzip%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-11-1.svg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-11-1.svg	(from https://www.onetouchhealth.net/)
00:08:25	100303/100303	---M-Z	200	added ('OK')	text/html	etag:%224126-621fa25adea08%22	https://www.onetouchhealth.net/care-planning	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/care-planning.html	(from https://www.onetouchhealth.net/)
00:08:25	2023/2023	---M--	200	added ('OK')	image/png	etag:%227e7-6031d78071c0c%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-18@2x.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-18@2x.png	(from https://www.onetouchhealth.net/)
00:08:25	5414/5414	---M--	200	added ('OK')	image/png	etag:%221526-6031d6cff51ae%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-19@2x.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-19@2x.png	(from https://www.onetouchhealth.net/)
00:08:26	3148/3148	---M--	200	added ('OK')	image/png	etag:%22c4c-6031d7a1cce7a%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-19@2x-1.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-19@2x-1.png	(from https://www.onetouchhealth.net/)
00:08:26	2486/2486	---M--	200	added ('OK')	image/png	etag:%229b6-6031d5fc77ea0%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-11@2x.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-11@2x.png	(from https://www.onetouchhealth.net/)
00:08:27	1767/1767	---M--	200	added ('OK')	image/png	etag:%226e7-6031d7b9e2bda%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-23@2x.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-23@2x.png	(from https://www.onetouchhealth.net/)
00:08:27	4734/4734	---M--	200	added ('OK')	image/png	etag:%22127e-6031d60fef5d5%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-12@2x.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-12@2x.png	(from https://www.onetouchhealth.net/)
00:08:29	98953/98953	---MCZ	200	added ('OK')	text/html	etag:%221e7f31ce5e17e7facf839801b9c264ec%22	https://www.onetouchhealth.net/hr	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/hr.html	(from https://www.onetouchhealth.net/)
00:08:29	2834/2834	---M--	200	added ('OK')	image/png	etag:%22b12-6031d7d38510b%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-21@2x.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-21@2x.png	(from https://www.onetouchhealth.net/)
00:08:29	3368/3368	---M--	200	added ('OK')	image/png	etag:%22d28-6031d62363a42%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-13@2x.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-13@2x.png	(from https://www.onetouchhealth.net/)
00:08:30	2221/2221	---M--	200	added ('OK')	image/png	etag:%228ad-6031d7ec5240a%22	https://www.onetouchhealth.net/app/uploads/2023/08/Group-20@2x.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/08/Group-20@2x.png	(from https://www.onetouchhealth.net/)
00:08:30	4543/4543	---M--	200	added ('OK')	image/png	etag:%2211bf-5fadf912edee9%22	https://www.onetouchhealth.net/app/themes/soap/dist/images/OT-ipad.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/themes/soap/dist/images/OT-ipad.png	(from https://www.onetouchhealth.net/)
00:08:31	81938/81938	---M--	200	added ('OK')	image/png	etag:%2214012-5f9c02d7172c0%22	https://www.onetouchhealth.net/app/uploads/2023/04/testimonials-3-236x300.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/testimonials-3-236x300.png	(from https://www.onetouchhealth.net/)
00:08:32	96002/96002	---M--	200	added ('OK')	image/png	etag:%2217702-5f9c4382e06c0%22	https://www.onetouchhealth.net/app/uploads/2023/04/testimonial-4-236x300.png	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/testimonial-4-236x300.png	(from https://www.onetouchhealth.net/)
00:08:32	13120/13120	---M--	200	added ('OK')	image/jpeg	etag:%223340-60f366e6183e2%22	https://www.onetouchhealth.net/app/uploads/2023/04/careathome-225x300.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/careathome-225x300.jpg	(from https://www.onetouchhealth.net/)
00:08:34	3982406/3982406	---MCZ	200	added ('OK')	application/pdf	etag:%223cc446-60e835122dabf-gzip%22	https://www.onetouchhealth.net/app/uploads/2024/01/OneTouch-Health-Care-at-Home-Case-Study.pdf	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2024/01/OneTouch-Health-Care-at-Home-Case-Study.pdf	(from https://www.onetouchhealth.net/)
00:08:35	18496/18496	---M--	200	added ('OK')	image/jpeg	etag:%224840-60f9c3a7df4a5%22	https://www.onetouchhealth.net/app/uploads/2023/04/ThePudding_Hibernia_Nov2022_Shortlist19-300x200.jpg	E:/New%20folder/HomeCareManagement/www.onetouchhealth.net/app/uploads/2023/04/ThePudding_Hibernia_Nov2022_Shortlist19-300x200.jpg	(from https://www.onetouchhealth.net/)
